

                                    10020100 BEAR RIVER ABOVE RESERVOIR NEAR WOODRUFF, UTAH   Acre-Feet 

         YEAR     OCT      NOV      DEC      JAN      FEB      MAR      APR      MAY      JUN      JUL      AUG      SEP       ANN
         1984   14500.   10900.   11100.    9000.    7300.   10900.   32000.  120300.   87500.   24000.   12700.   14100.   354300.
         1985   15240.   10640.    9630.    8400.    7510.    8000.   21600.   54710.   27180.    4780.    1960.    2670.   172320.
         1986    6100.    6100.    6600.    6200.   17300.   38600.   37200.  115100.  152500.   24400.    6800.    5400.   422300.
         1987    9730.    7770.    6980.    5170.    5850.   11030.   22190.   44040.   14870.    2550.    3320.    2500.   136000.
         1988    1780.    2680.    2000.    1830.    1490.    6380.   17120.   35730.   10900.     300.     140.      30.    80380.
         1989     360.     360.     440.     420.     840.   11470.   13320.   18240.   20070.    2690.    1560.    1320.    71090.
         1990    1380.    2130.    2270.    2410.    2230.    5080.    7230.   11660.   26780.    3370.    1530.    1250.    67320.
         1991    1263.    1813.    1797.

         MEAN    3669.    3727.    4173.    4081.    4452.    9305.   22903.   48841.   48958.    9567.    2572.    2244.   164629.

          PCT    2.23%    2.26%    2.53%    2.48%    2.70%    5.65%   13.91%   29.67%   29.74%    5.81%    1.56%    1.36%   100.00%

           SD    4987.    3015.    2383.    1986.    2766.    7056.   11987.   24001.   33105.   11814.    4220.    3981.    82688.

           CV     1.36     0.81     0.57     0.49     0.62     0.76     0.52     0.49     0.68     1.23     1.64     1.77      0.50

           FILE: .\10020100                                                                      
